mean_test_score,rank_test_score,param_regressor__learning_rate,param_regressor__min_samples_leaf,param_regressor__min_samples_split,param_regressor__n_estimators,param_regressor__subsample
-1.0432591773818682,1001,0.01,10,0.3,150,1
-1.0440312099474212,1002,0.1,10,0.1,50,0.6
-1.0452513167715753,1003,0.1,5,1.0,100,1
-1.0454355041256855,1004,0.1,2,0.6,50,0.8
-1.0456879344088212,1005,0.1,2,0.3,300,0.6
-1.0471656416147463,1006,0.01,1,0.1,100,1
-1.0480658215751868,1007,1.0,5,1.0,100,0.6
-1.0480658215751868,1007,1.0,2,1.0,100,0.6
-1.0480658215751868,1007,1.0,10,0.6,100,0.6
-1.0480658215751868,1007,1.0,10,1.0,100,0.6
-1.0480658215751868,1007,1.0,2,0.6,100,0.6
-1.0480658215751868,1007,1.0,1,0.6,100,0.6
-1.0480658215751868,1007,1.0,1,1.0,100,0.6
-1.0480658215751868,1007,1.0,5,0.6,100,0.6
-1.0492819430455462,1015,0.1,2,0.1,50,0.2
-1.0497747329739138,1016,0.1,10,0.1,100,0.6
-1.0506870859226594,1017,0.1,2,0.6,100,0.8
-1.0512692390720597,1018,0.1,2,0.6,150,0.8
-1.0517061323464827,1019,1.0,10,0.6,50,0.2
-1.0517061323464827,1019,1.0,10,1.0,50,0.2
-1.0517061323464827,1019,1.0,1,1.0,50,0.2
-1.0517061323464827,1019,1.0,1,0.6,50,0.2
-1.0517061323464827,1019,1.0,1,0.3,50,0.2
-1.0517061323464827,1019,1.0,10,0.1,50,0.2
-1.0517061323464827,1019,1.0,2,1.0,50,0.2
-1.0517061323464827,1019,1.0,5,1.0,50,0.2
-1.0517061323464827,1019,1.0,10,0.3,50,0.2
-1.0517061323464827,1019,1.0,5,0.6,50,0.2
-1.0517061323464827,1019,1.0,2,0.3,50,0.2
-1.0517061323464827,1019,1.0,5,0.3,50,0.2
-1.0517061323464827,1019,1.0,2,0.6,50,0.2
-1.052154353040166,1032,0.1,2,0.3,150,0.6
-1.053065285847428,1033,0.01,5,0.6,300,1
-1.0556443686519295,1034,0.1,2,0.6,300,0.8
-1.0556741647019037,1035,0.1,2,0.3,50,0.6
-1.0557655721909742,1036,0.01,1,0.3,150,1
-1.056219518279494,1037,0.01,2,0.3,150,1
-1.0564988124577994,1038,0.1,5,0.3,300,0.6
-1.0570579614502171,1039,0.1,5,0.6,300,1
-1.057943330772291,1040,1.0,1,0.6,100,0.4
-1.057943330772291,1040,1.0,1,1.0,100,0.4
-1.057943330772291,1040,1.0,5,0.6,100,0.4
-1.057943330772291,1040,1.0,10,1.0,100,0.4
-1.057943330772291,1040,1.0,5,1.0,100,0.4
-1.057943330772291,1040,1.0,2,1.0,100,0.4
-1.057943330772291,1040,1.0,10,0.6,100,0.4
-1.057943330772291,1040,1.0,2,0.6,100,0.4
-1.0588346242114617,1048,0.01,2,0.1,150,1
-1.0589687993271015,1049,0.1,10,0.3,300,0.4
-1.0589687993271015,1049,0.1,10,0.1,300,0.4
-1.0590165061366876,1051,0.01,10,0.6,300,1
-1.0590461191812195,1052,0.01,5,0.1,100,1
-1.0595516578023951,1053,0.1,2,1.0,100,1
-1.0603832344447932,1054,0.1,2,0.3,300,1
-1.0604461147174657,1055,0.1,1,0.3,150,0.6
-1.0611650126714862,1056,0.1,2,0.3,300,0.8
-1.0616876016967653,1057,0.01,10,0.1,300,1
-1.0627923749654804,1058,0.1,5,0.3,150,0.6
-1.0630765943533405,1059,0.1,1,0.3,300,0.6
-1.0631182963001655,1060,0.1,1,0.6,300,0.8
-1.0633510630611571,1061,0.1,1,0.3,100,0.6
-1.0633528313221106,1062,0.1,2,0.3,150,1
-1.0633906990284818,1063,0.1,2,0.3,100,0.6
-1.0634084343401233,1064,0.01,5,0.1,300,1
-1.0634902727574582,1065,0.1,5,0.6,150,0.8
-1.0636781593722247,1066,0.1,1,1.0,100,1
-1.0637201729483634,1067,0.1,5,0.6,100,0.8
-1.065735332295775,1068,0.1,10,0.1,100,0.4
-1.065735332295775,1068,0.1,10,0.3,100,0.4
-1.0660939798819085,1070,0.01,1,0.1,150,1
-1.0661493556655246,1071,0.1,2,0.3,100,1
-1.0664834085973038,1072,0.1,5,0.6,300,0.8
-1.0667715941136784,1073,0.1,1,0.3,50,0.6
-1.0668162952127178,1074,0.01,5,0.1,150,1
-1.0672667623410115,1075,0.1,10,1.0,100,1
-1.0680023790885294,1076,0.1,5,1.0,150,1
-1.0681311624585486,1077,0.1,1,0.6,150,0.8
-1.0683302730704378,1078,0.1,1,0.6,100,0.8
-1.068502001311621,1079,0.1,2,0.3,150,0.8
-1.068786585049125,1080,0.1,2,0.3,50,0.8
-1.0696030205619595,1081,0.1,10,0.3,300,1
-1.0700034194059267,1082,0.01,5,0.3,150,1
-1.070209255303968,1083,0.1,1,0.1,300,0.6
-1.0706569058384392,1084,0.1,5,0.3,300,1
-1.0715737860181238,1085,0.1,1,0.1,150,0.6
-1.0720899047996026,1086,0.1,5,0.3,100,0.6
-1.0727365188903155,1087,0.1,10,0.3,150,0.6
-1.072813180521622,1088,0.01,10,0.3,300,1
-1.0729435633527171,1089,0.01,2,0.1,300,1
-1.0739900391869344,1090,0.1,10,0.3,150,1
-1.0742187688909965,1091,0.1,5,0.3,150,1
-1.0745279736346685,1092,0.01,1,0.6,300,1
-1.074626701954676,1093,0.1,2,0.3,100,0.8
-1.0749876173793536,1094,0.1,10,0.3,300,0.6
-1.0752399150176166,1095,0.1,5,0.6,150,1
-1.0785199601063442,1096,0.1,1,0.1,100,0.6
-1.0791308541926392,1097,0.1,1,0.3,300,1
-1.0795544025468653,1098,0.5,2,0.1,300,0.8
-1.0796906070649919,1099,0.5,2,0.1,100,0.8
-1.0797991432751521,1100,0.5,2,0.1,50,0.8
-1.0798130503115877,1101,0.5,2,0.1,150,0.8
-1.079930758056347,1102,0.1,1,0.3,150,1
-1.0802992701684537,1103,0.01,2,0.6,300,1
-1.0804149670151162,1104,0.01,1,0.3,300,1
-1.0804211317129884,1105,0.1,1,0.3,50,1
-1.0807633084109192,1106,0.1,2,1.0,150,1
-1.0810224460741176,1107,0.1,10,0.3,50,0.6
-1.0813513688072764,1108,0.1,5,0.3,100,1
-1.0829845748082971,1109,0.1,1,0.3,100,1
-1.083773663070689,1110,0.1,10,0.3,100,1
-1.08407623112556,1111,0.1,2,0.6,300,1
-1.0844340174556215,1112,1.0,2,0.3,100,0.2
-1.0844340174556215,1112,1.0,10,0.6,100,0.2
-1.0844340174556215,1112,1.0,2,1.0,100,0.2
-1.0844340174556215,1112,1.0,5,0.3,100,0.2
-1.0844340174556215,1112,1.0,5,0.6,100,0.2
-1.0844340174556215,1112,1.0,2,0.6,100,0.2
-1.0844340174556215,1112,1.0,10,0.1,100,0.2
-1.0844340174556215,1112,1.0,10,1.0,100,0.2
-1.0844340174556215,1112,1.0,1,0.3,100,0.2
-1.0844340174556215,1112,1.0,1,0.6,100,0.2
-1.0844340174556215,1112,1.0,10,0.3,100,0.2
-1.0844340174556215,1112,1.0,5,1.0,100,0.2
-1.0844340174556215,1112,1.0,1,1.0,100,0.2
-1.085126387819286,1125,0.1,5,0.3,50,1
-1.0865194243428333,1126,0.1,1,0.1,50,0.6
-1.0867488924810356,1127,0.1,5,0.3,50,0.6
-1.0867766110603991,1128,0.1,5,0.1,300,0.2
-1.0875414470465545,1129,0.1,2,0.3,50,1
-1.0887803880881342,1130,0.1,2,0.3,50,0.4
-1.0888055220328559,1131,0.1,1,1.0,150,1
-1.0892439280895185,1132,0.1,10,0.3,100,0.6
-1.0894038889058844,1133,0.1,10,0.1,300,1
-1.0896038703620015,1134,0.01,2,0.3,300,1
-1.090040553064045,1135,0.1,5,0.1,50,0.4
-1.0901022919184116,1136,0.1,10,0.3,150,0.4
-1.0901022919184116,1136,0.1,10,0.1,150,0.4
-1.090291436440699,1138,0.1,10,0.3,50,1
-1.0905898858337852,1139,0.1,5,1.0,300,1
-1.0906815371737593,1140,0.5,2,1.0,150,1
-1.090707562208674,1141,0.5,2,0.6,300,0.8
-1.0914735241278937,1142,0.1,5,0.6,100,1
-1.0916325145671393,1143,0.1,2,0.6,150,1
-1.0916797808305252,1144,0.5,2,0.6,150,0.8
-1.0916804903377038,1145,0.1,2,0.1,300,1
-1.0919436784259573,1146,0.1,2,0.1,150,1
-1.0920848693232021,1147,0.5,2,0.6,100,0.8
-1.0921499812265354,1148,0.1,1,0.1,300,0.4
-1.0922937021155303,1149,0.1,10,0.1,150,1
-1.092753050775398,1150,0.5,2,1.0,300,1
-1.0928079870414806,1151,0.1,5,0.1,150,0.6
-1.093026517205303,1152,0.5,10,0.3,300,1
-1.0930328991700904,1153,0.5,10,0.3,150,1
-1.0930862443403013,1154,0.5,10,0.3,100,1
-1.0934543861850043,1155,0.5,10,0.3,50,1
-1.093742049589529,1156,0.1,2,0.1,100,1
-1.0938709711499053,1157,0.1,2,0.1,50,1
-1.0945616060246692,1158,0.5,2,1.0,100,1
-1.0948846636241034,1159,0.1,2,0.1,300,0.4
-1.0950310759659447,1160,0.1,5,0.1,100,0.6
-1.0954285597493887,1161,0.1,1,0.1,150,0.4
-1.0956205850646086,1162,0.1,5,0.1,300,0.6
-1.096148812398067,1163,0.1,2,0.6,100,1
-1.0962233101907697,1164,0.5,5,0.6,150,1
-1.0962262720195368,1165,0.5,5,0.6,300,1
-1.0964792367077987,1166,0.01,1,0.1,300,1
-1.0965129557641862,1167,0.5,5,0.6,100,1
-1.0966317449804046,1168,0.5,2,0.6,50,0.8
-1.096640918409546,1169,0.1,1,0.1,50,0.4
-1.0969374202805278,1170,0.1,10,0.1,50,1
-1.0969912333902823,1171,0.5,5,1.0,300,1
-1.0969993536489802,1172,0.1,10,1.0,150,1
-1.0973675257019866,1173,0.1,1,0.1,50,0.2
-1.0981676875769217,1174,0.5,2,1.0,50,1
-1.0984248693416823,1175,0.5,5,0.6,50,1
-1.0985365691408184,1176,0.1,10,0.6,50,0.8
-1.0991707401783866,1177,0.1,2,0.3,100,0.4
-1.0997079602929158,1178,0.5,5,1.0,150,1
-1.0997899019816786,1179,0.1,2,1.0,300,1
-1.1000544280886335,1180,0.1,10,0.1,100,1
-1.1003173536467066,1181,0.5,5,1.0,50,1
-1.100582535064531,1182,0.1,5,0.1,300,1
-1.1008314207031809,1183,0.1,1,0.1,100,0.4
-1.1010875834855176,1184,0.5,5,1.0,100,1
-1.1013914414745885,1185,0.1,5,0.1,150,1
-1.1023029089720544,1186,0.1,5,0.6,50,1
-1.1023881810541314,1187,0.1,2,0.1,150,0.4
-1.1027131011528568,1188,0.1,1,0.3,50,0.4
-1.1045598266483725,1189,0.1,5,0.1,100,1
-1.1045881202477466,1190,0.1,1,0.1,300,1
-1.1046554225190959,1191,0.1,5,0.1,50,0.6
-1.1048709002776769,1192,0.1,1,0.1,150,1
-1.1051853715973157,1193,0.1,10,0.6,50,1
-1.1053392998806106,1194,0.1,2,0.3,150,0.4
-1.105766443398724,1195,0.1,1,1.0,300,1
-1.1060307277921624,1196,0.1,2,0.6,50,1
-1.106114176812801,1197,0.1,2,0.1,100,0.4
-1.1063220364795883,1198,0.1,1,0.1,100,1
-1.1071087279538818,1199,0.1,2,0.1,50,0.4
-1.107361609224429,1200,0.1,2,0.1,300,0.6
-1.1074257439318012,1201,0.1,5,0.1,50,1
-1.1085366390105769,1202,0.1,2,0.1,150,0.6
-1.109525455225142,1203,0.1,1,0.6,300,1
-1.1104082805178668,1204,0.1,1,0.3,100,0.4
-1.111152242216201,1205,0.1,2,0.1,100,0.6
-1.1131552759226715,1206,0.01,5,0.3,300,1
-1.1139894573949907,1207,0.5,1,0.6,50,0.8
-1.1163207409908398,1208,0.1,5,0.1,50,0.2
-1.116651676279091,1209,0.1,2,0.3,300,0.4
-1.1172266954641343,1210,0.1,10,0.6,100,0.8
-1.1180037902109763,1211,0.1,2,0.1,50,0.6
-1.1187026581315604,1212,0.1,2,0.1,100,0.2
-1.1199020860348423,1213,0.1,1,0.6,150,1
-1.1207551539888903,1214,0.1,1,0.6,50,1
-1.1209376308344432,1215,0.5,1,0.6,100,0.8
-1.1210395555836512,1216,0.5,1,0.6,150,0.8
-1.1218627333053504,1217,0.5,1,0.6,300,0.8
-1.1226930135228268,1218,0.1,1,0.1,50,1
-1.1233119988948534,1219,0.1,1,0.6,100,1
-1.123542310687976,1220,0.1,10,0.6,100,1
-1.125755825916987,1221,0.1,5,0.1,100,0.4
-1.1274102120047549,1222,0.1,1,0.3,300,0.4
-1.1279031048689465,1223,0.1,2,0.1,150,0.2
-1.129213175138746,1224,0.5,1,1.0,100,1
-1.130002402051271,1225,0.5,5,0.3,300,0.8
-1.1304287982681265,1226,0.5,5,0.3,100,0.8
-1.13049712831649,1227,0.5,5,0.3,150,0.8
-1.1312473857813488,1228,0.1,5,0.3,50,0.4
-1.1314004199571635,1229,0.1,5,0.1,150,0.4
-1.1316511821383455,1230,0.5,10,0.6,300,1
-1.1317807713346797,1231,0.5,10,0.6,150,1
-1.132000469708919,1232,0.1,5,0.1,300,0.4
-1.13232068619617,1233,0.1,1,0.3,150,0.4
-1.132323551942601,1234,0.5,5,0.3,50,0.8
-1.1325352390910421,1235,0.5,1,1.0,300,1
-1.1330093841474658,1236,0.5,10,0.6,100,1
-1.1373024142728059,1237,0.1,10,1.0,300,1
-1.1379559040187008,1238,0.5,10,0.6,50,1
-1.1379780866463922,1239,0.5,10,0.3,300,0.8
-1.1381821353413022,1240,0.5,1,1.0,150,1
-1.13827865490835,1241,0.5,10,0.3,100,0.8
-1.1383512219133916,1242,0.5,10,0.3,150,0.8
-1.1393499038063581,1243,0.5,10,0.3,50,0.8
-1.1401767597750045,1244,0.1,10,0.6,300,1
-1.1403051377806173,1245,0.5,5,0.1,150,0.8
-1.1404474418834432,1246,0.5,5,0.1,100,0.8
-1.1404787400958667,1247,0.5,5,0.1,300,0.8
-1.1408425769723065,1248,0.5,5,0.1,50,0.8
-1.1418587155311755,1249,0.1,10,0.6,150,0.8
-1.14339991638736,1250,0.1,10,0.6,150,1
-1.145184418008509,1251,0.5,2,0.6,50,1
-1.1452668398176855,1252,0.5,2,0.6,100,1
-1.1454080017838382,1253,0.5,2,0.6,150,1
-1.1454084780237008,1254,0.5,2,0.6,300,1
-1.1454370001036656,1255,0.5,1,1.0,50,1
-1.1478514748825694,1256,0.5,1,0.6,50,1
-1.1481872601231373,1257,0.5,1,0.6,100,1
-1.1482262741781006,1258,0.5,1,0.6,300,1
-1.1482266773408427,1259,0.5,1,0.6,150,1
-1.1505389548193725,1260,0.5,2,0.1,300,1
-1.150538954831065,1261,0.5,2,0.1,150,1
-1.150538966313215,1262,0.5,2,0.1,100,1
-1.1505626504285562,1263,0.5,2,0.1,50,1
-1.1588373027143786,1264,0.5,10,0.1,50,0.8
-1.1588901535630967,1265,0.5,5,0.6,150,0.8
-1.1591075453075752,1266,0.5,2,0.3,300,1
-1.1591075607999433,1267,0.5,2,0.3,150,1
-1.1591088728629422,1268,0.5,2,0.3,100,1
-1.1593056045651973,1269,0.5,2,0.3,50,1
-1.1593651814291157,1270,0.5,5,0.6,100,0.8
-1.1593770944842043,1271,0.5,5,0.6,300,0.8
-1.1597491722195001,1272,0.5,5,0.6,50,0.8
-1.160675474064961,1273,0.5,10,0.1,150,0.8
-1.1607996698243375,1274,0.5,10,0.1,100,0.8
-1.1609336850369167,1275,0.5,10,0.1,300,0.8
-1.163799164232644,1276,0.5,10,0.1,300,1
-1.163811203720125,1277,0.5,10,0.1,150,1
-1.1639040593641519,1278,0.5,10,0.1,100,1
-1.1642904029460046,1279,0.5,10,0.1,50,1
-1.171160451507014,1280,0.1,10,0.6,300,0.8
-1.1737796803694942,1281,1.0,2,1.0,150,0.2
-1.1737796803694942,1281,1.0,1,0.3,150,0.2
-1.1737796803694942,1281,1.0,10,0.6,150,0.2
-1.1737796803694942,1281,1.0,2,0.3,150,0.2
-1.1737796803694942,1281,1.0,5,1.0,150,0.2
-1.1737796803694942,1281,1.0,5,0.6,150,0.2
-1.1737796803694942,1281,1.0,5,0.3,150,0.2
-1.1737796803694942,1281,1.0,1,0.6,150,0.2
-1.1737796803694942,1281,1.0,10,0.1,150,0.2
-1.1737796803694942,1281,1.0,1,1.0,150,0.2
-1.1737796803694942,1281,1.0,10,1.0,150,0.2
-1.1737796803694942,1281,1.0,10,0.3,150,0.2
-1.1737796803694942,1281,1.0,2,0.6,150,0.2
-1.176572059187585,1294,0.1,2,0.1,300,0.2
-1.1807612113542838,1295,0.5,10,1.0,50,1
-1.181489170590727,1296,0.1,1,0.1,150,0.2
-1.1876269140180842,1297,0.5,10,0.6,50,0.8
-1.1884860579270748,1298,0.5,10,0.6,100,0.8
-1.1893229097397489,1299,0.1,5,0.3,100,0.4
-1.1913693442433453,1300,0.5,10,0.6,150,0.8
-1.1916368326638547,1301,0.5,10,0.6,300,0.8
-1.1939407091236152,1302,0.5,2,0.3,300,0.8
-1.1940590587535884,1303,0.5,2,0.3,100,0.8
-1.1942597134360062,1304,0.5,2,0.3,150,0.8
-1.1949064291621827,1305,0.5,2,0.3,50,0.8
-1.1953424169103914,1306,0.1,1,0.1,100,0.2
-1.2021420083117058,1307,0.1,5,0.3,300,0.4
-1.2038543066695895,1308,0.1,5,0.3,150,0.4
-1.2071495022225158,1309,0.5,1,0.3,50,0.8
-1.208011001598463,1310,0.5,1,0.3,300,1
-1.2080110024915798,1311,0.5,1,0.3,150,1
-1.2080116745762288,1312,0.5,1,0.3,100,1
-1.2081942597450417,1313,0.5,1,0.3,50,1
-1.2092305086393949,1314,0.5,1,0.3,150,0.8
-1.2093203300881359,1315,0.5,1,0.3,100,0.8
-1.2106556741530157,1316,0.5,1,0.3,300,0.8
-1.2151601422480967,1317,0.5,10,1.0,100,1
-1.2228509154533078,1318,0.1,1,0.1,300,0.2
-1.2297597172304686,1319,0.5,10,1.0,150,1
-1.2303830838236,1320,0.5,10,1.0,300,1
-1.2327911886752774,1321,0.5,5,0.3,100,1
-1.2327921224799596,1322,0.5,5,0.3,300,1
-1.2327922316156799,1323,0.5,5,0.3,150,1
-1.2337131528477883,1324,0.5,5,0.3,50,1
-1.2347568315398454,1325,0.5,1,0.1,150,1
-1.2347568315485031,1326,0.5,1,0.1,300,1
-1.2347568319824185,1327,0.5,1,0.1,100,1
-1.2347753653749776,1328,0.5,1,0.1,50,1
-1.2616495630961486,1329,0.5,2,0.3,300,0.6
-1.2627382872962154,1330,0.5,2,0.3,100,0.6
-1.2629530722813112,1331,0.5,1,0.1,50,0.8
-1.2635712254251414,1332,0.5,2,0.3,150,0.6
-1.2647078592868906,1333,0.5,1,0.1,150,0.8
-1.265048354269626,1334,0.5,2,0.3,50,0.6
-1.2663032135713017,1335,0.5,1,0.1,300,0.8
-1.2663728687687563,1336,0.5,1,0.1,100,0.8
-1.284050060070238,1337,0.5,5,0.1,50,1
-1.2840554254030656,1338,0.5,5,0.1,300,1
-1.2840554345211532,1339,0.5,5,0.1,150,1
-1.2840556573107773,1340,0.5,5,0.1,100,1
-1.330718790750511,1341,0.5,10,0.1,50,0.6
-1.3445051609004766,1342,0.5,10,0.1,150,0.6
-1.3454628639442192,1343,0.5,10,0.1,300,0.6
-1.3468120768169265,1344,0.5,10,0.1,100,0.6
-1.3542138187256296,1345,0.5,5,0.1,150,0.6
-1.3544162240942441,1346,0.5,5,0.1,300,0.6
-1.3545310152406225,1347,0.5,10,0.3,100,0.6
-1.3556340373795608,1348,0.5,5,0.1,100,0.6
-1.3576379187128353,1349,0.5,5,0.1,50,0.6
-1.3582856974337134,1350,0.5,10,0.3,150,0.6
-1.3586767873455323,1351,0.5,10,0.3,50,0.6
-1.3595622418882205,1352,0.5,10,0.3,300,0.6
-1.3813207941708014,1353,1.0,10,0.1,50,1
-1.3813774294473316,1354,1.0,10,0.1,100,1
-1.3813776421764752,1355,1.0,10,0.1,300,1
-1.381377642472759,1356,1.0,10,0.1,150,1
-1.3878101463539383,1357,0.5,5,0.3,300,0.6
-1.387889359066282,1358,0.5,5,0.3,150,0.6
-1.3883034925839357,1359,0.5,5,0.3,100,0.6
-1.393314346146504,1360,0.5,1,0.3,300,0.6
-1.3963996885680445,1361,0.5,5,0.3,50,0.6
-1.397267675128059,1362,0.5,1,0.3,150,0.6
-1.3974874113893414,1363,0.5,2,0.1,300,0.6
-1.3982555214846961,1364,0.5,1,0.3,50,0.6
-1.3986931986962339,1365,0.5,2,0.1,50,0.6
-1.3993982937545701,1366,0.5,2,0.1,150,0.6
-1.4000114281610663,1367,0.5,2,0.1,100,0.6
-1.402173502598225,1368,0.5,1,0.3,100,0.6
-1.4175223626102018,1369,1.0,10,1.0,150,1
-1.418444790749118,1370,1.0,10,1.0,300,1
-1.423513077420766,1371,1.0,10,1.0,100,1
-1.4240448504907266,1372,1.0,10,1.0,50,1
-1.4293361048893813,1373,1.0,10,0.6,300,0.8
-1.430185250802274,1374,1.0,10,0.6,150,0.8
-1.4330915301368,1375,1.0,10,0.6,100,0.8
-1.4341105296733034,1376,1.0,10,0.6,50,0.8
-1.4403202710278251,1377,0.5,10,0.1,150,0.4
-1.4403202710278251,1377,0.5,10,0.3,150,0.4
-1.441090854902367,1379,0.5,10,0.3,300,0.4
-1.441090854902367,1379,0.5,10,0.1,300,0.4
-1.4453638700788956,1381,1.0,1,0.3,100,1
-1.4453638701054574,1382,1.0,1,0.3,300,1
-1.4453638701054583,1383,1.0,1,0.3,150,1
-1.4453644085517723,1384,1.0,1,0.3,50,1
-1.4526203521381142,1385,1.0,5,1.0,150,1
-1.4527077947906182,1386,1.0,5,1.0,300,1
-1.454916396421031,1387,1.0,5,1.0,100,1
-1.4692330718310067,1388,1.0,5,1.0,50,1
-1.4773413484549938,1389,0.5,1,0.1,300,0.6
-1.4819103052769718,1390,0.5,10,0.1,100,0.4
-1.4819103052769718,1390,0.5,10,0.3,100,0.4
-1.4844706786830328,1392,0.5,1,0.1,150,0.6
-1.486837958935666,1393,1.0,10,0.3,50,1
-1.4869180541934983,1394,1.0,10,0.3,300,1
-1.4869180553831072,1395,1.0,10,0.3,150,1
-1.486918092471328,1396,1.0,10,0.3,100,1
-1.4890615660734905,1397,0.5,1,0.1,100,0.6
-1.4892592614104232,1398,0.5,1,0.1,50,0.6
-1.4937478552507955,1399,1.0,2,0.3,50,1
-1.4937503982940015,1400,1.0,2,0.3,300,1
-1.4937503982940075,1401,1.0,2,0.3,150,1
-1.4937503983104454,1402,1.0,2,0.3,100,1
-1.4964553142770955,1403,1.0,5,0.3,100,0.8
-1.497607709616745,1404,1.0,5,0.3,300,0.8
-1.4978352754593491,1405,1.0,5,0.3,150,0.8
-1.4979183152359947,1406,1.0,5,0.3,50,0.8
-1.4996421774267596,1407,1.0,5,0.6,100,1
-1.4996434552017732,1408,1.0,5,0.6,300,1
-1.499643469360389,1409,1.0,5,0.6,150,1
-1.499935108790868,1410,1.0,5,0.6,50,1
-1.5001780795316377,1411,1.0,5,0.3,50,1
-1.500193343321323,1412,1.0,5,0.3,100,1
-1.5001933442700064,1413,1.0,5,0.3,150,1
-1.5001933442700413,1414,1.0,5,0.3,300,1
-1.5014508690389115,1415,1.0,2,1.0,50,1
-1.5163139748537886,1416,1.0,2,1.0,100,1
-1.5166319365843757,1417,1.0,2,1.0,300,1
-1.516930756164434,1418,1.0,2,1.0,150,1
-1.5256900473438408,1419,0.5,10,0.1,50,0.4
-1.5256900473438408,1419,0.5,10,0.3,50,0.4
-1.5469122806993716,1421,1.0,1,1.0,100,1
-1.5492438285661614,1422,1.0,1,1.0,300,1
-1.5493373898117833,1423,1.0,1,1.0,150,1
-1.5588856533289965,1424,1.0,1,1.0,50,1
-1.5718757636973606,1425,1.0,10,0.6,100,1
-1.5719209731453054,1426,1.0,10,0.6,150,1
-1.5719212598876582,1427,1.0,10,0.6,300,1
-1.5733676971952633,1428,1.0,2,0.6,100,1
-1.573367703224393,1429,1.0,2,0.6,150,1
-1.5733677035408262,1430,1.0,2,0.6,300,1
-1.5736352241213218,1431,1.0,2,0.6,50,1
-1.574711439897913,1432,1.0,10,0.6,50,1
-1.584764236604854,1433,1.0,1,0.6,50,1
-1.5848600867626916,1434,1.0,1,0.6,300,1
-1.5848600869025287,1435,1.0,1,0.6,150,1
-1.5848603823981957,1436,1.0,1,0.6,100,1
-1.5986552431636283,1437,0.5,5,0.3,50,0.4
-1.635454126000542,1438,1.0,5,0.1,300,1
-1.6354541260005426,1439,1.0,5,0.1,150,1
-1.6354541260053388,1440,1.0,5,0.1,100,1
-1.6354546014434426,1441,1.0,5,0.1,50,1
-1.639141035855588,1442,0.5,5,0.1,50,0.4
-1.6407300064127899,1443,0.5,2,0.3,300,0.4
-1.643257843986636,1444,0.5,2,0.3,150,0.4
-1.6556132013276532,1445,1.0,2,0.1,150,1
-1.6556132013276534,1446,1.0,2,0.1,300,1
-1.6556132013276597,1447,1.0,2,0.1,100,1
-1.6556132236191607,1448,1.0,2,0.1,50,1
-1.6580238090137307,1449,0.5,5,0.3,150,0.4
-1.6595289869984184,1450,0.5,2,0.3,100,0.4
-1.659702629647771,1451,0.5,5,0.1,150,0.4
-1.6617382560402447,1452,0.5,5,0.1,300,0.4
-1.661995341794959,1453,0.5,5,0.1,100,0.4
-1.6661409180593267,1454,0.5,5,0.3,300,0.4
-1.6683352583155344,1455,1.0,5,0.6,300,0.8
-1.6706199375092698,1456,1.0,5,0.6,150,0.8
-1.6715314977664828,1457,1.0,5,0.6,100,0.8
-1.6749150448388093,1458,0.5,5,0.3,100,0.4
-1.6751024123111091,1459,1.0,5,0.6,50,0.8
-1.695099000254859,1460,1.0,10,0.3,100,0.8
-1.6951553029993616,1461,1.0,10,0.3,300,0.8
-1.6954918439331432,1462,1.0,10,0.3,150,0.8
-1.6971719525635536,1463,1.0,10,0.3,50,0.8
-1.708928571119057,1464,0.5,2,0.3,50,0.4
-1.7317596541273452,1465,1.0,5,0.1,50,0.8
-1.7325871053426884,1466,1.0,5,0.1,150,0.8
-1.7327773866272032,1467,1.0,5,0.1,100,0.8
-1.732954564982115,1468,1.0,5,0.1,300,0.8
-1.7494934861806102,1469,0.5,1,0.3,50,0.4
-1.7511190057053945,1470,1.0,1,0.1,50,1
-1.7511190151670224,1471,1.0,1,0.1,100,1
-1.75111901516703,1472,1.0,1,0.1,150,1
-1.75111901516703,1472,1.0,1,0.1,300,1
-1.7526215024821306,1474,0.5,1,0.3,100,0.4
-1.7585541774519018,1475,0.5,1,0.3,150,0.4
-1.7586732611032434,1476,0.5,1,0.3,300,0.4
-1.7792024628917518,1477,0.5,2,0.1,50,0.4
-1.7886505057751223,1478,1.0,1,0.6,50,0.8
-1.7897273246112348,1479,1.0,1,0.6,100,0.8
-1.7919796429003925,1480,1.0,2,0.6,100,0.8
-1.7921881948998883,1481,1.0,2,0.6,150,0.8
-1.7931852611147403,1482,1.0,1,0.6,300,0.8
-1.7934570613152705,1483,1.0,1,0.6,150,0.8
-1.7944772606246893,1484,0.5,2,0.1,100,0.4
-1.7950338024748067,1485,1.0,2,0.6,50,0.8
-1.7951439165163978,1486,0.5,2,0.1,150,0.4
-1.7955402736607506,1487,1.0,2,0.6,300,0.8
-1.7960651665081984,1488,0.5,2,0.1,300,0.4
-1.8162244189234236,1489,1.0,10,0.1,300,0.8
-1.8162337304225165,1490,1.0,10,0.1,100,0.8
-1.8169458949606352,1491,1.0,10,0.1,150,0.8
-1.817948072117312,1492,1.0,10,0.1,50,0.8
-1.915615412838184,1493,0.5,1,0.1,50,0.4
-1.9243797860945075,1494,0.5,1,0.1,100,0.4
-1.9246809830991147,1495,1.0,2,0.3,300,0.8
-1.9292968360020104,1496,1.0,2,0.3,50,0.8
-1.9306041412339774,1497,0.5,1,0.1,150,0.4
